,x_1,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_22,x_23,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,T,Y,x_2_A,x_2_B,x_2_C,x_2_D,x_2_E,x_2_F,x_21_A,x_21_B,x_21_C,x_21_D,x_21_E,x_21_F,x_21_G,x_21_H,x_21_I,x_21_J,x_21_K,x_21_L,x_21_M,x_21_N,x_21_O,x_21_P,x_24_A,x_24_B,x_24_C,x_24_D,x_24_E,scores
1477,22,0.0,5.0,62,103,0,0,0,0,0,0,0,1,1,0,0,12,45,10,1,53,11,80,121,21,11,0,0,0,0,82,31,470,67,0,6,8,3,0,5,55,15,0,0,0,0,0,0,0,0,0,0,0,45,40,1,20.7994369370001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1478,24,0.0,3.0,61,103,0,1,0,0,0,0,0,0,0,0,0,12,55,10,1,53,11,70,127,23,11,0,0,0,0,82,40,510,94,1,9,10,1,2,10,51,16,0,0,0,0,0,0,0,0,0,0,0,45,33,1,25.200606325109895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1479,21,0.0,1.0,64,109,0,0,0,0,0,0,0,1,0,0,1,12,85,7,1,80,13,64,132,26,12,0,0,0,0,77,29,435,69,0,9,9,1,2,7,62,20,0,0,0,0,0,0,0,0,0,0,0,43,44,1,14.543584861303302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1480,25,20.0,8.0,64,123,0,0,0,0,0,2,1,0,0,1,0,12,55,13,1,87,13,78,152,28,16,2,0,0,0,79,38,380,46,1,9,9,0,3,6,59,16,0,0,0,0,0,0,0,0,0,0,0,47,41,1,5.07174392178759,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
1481,25,20.0,6.0,67,145,0,1,0,0,0,0,1,0,2,0,1,12,85,5,1,70,16,50,172,27,12,0,0,0,0,81,39,460,76,1,8,9,2,0,1,60,18,0,0,1,0,0,0,0,0,0,0,0,47,41,1,17.449673253954302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1482,27,20.0,8.0,65,150,0,0,0,0,0,0,0,0,0,0,0,12,55,8,1,63,16,70,169,28,12,0,0,0,0,79,27,445,46,1,9,9,2,0,5,64,22,0,0,0,0,0,0,0,0,0,0,0,48,40,1,16.3701060309476,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1483,22,20.0,4.0,62,125,0,0,0,0,0,0,1,0,0,0,0,12,55,8,1,67,12,70,141,27,12,1,0,0,0,80,31,440,57,1,2,8,3,0,9,57,18,0,0,0,2,0,0,0,0,0,0,0,45,37,1,16.6693183000659,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1484,28,40.0,11.0,68,140,1,0,0,0,0,0,1,1,1,1,0,12,75,15,1,87,16,84,171,29,16,0,0,0,0,79,37,475,39,0,9,9,2,0,3,75,22,0,0,0,0,0,0,0,0,0,0,0,44,40,1,-0.306352108277828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1485,22,8.0,4.0,61,117,0,0,0,0,0,1,0,0,1,0,1,14,105,10,1,93,11,70,132,24,16,0,0,0,0,88,39,470,75,1,9,9,0,2,1,60,20,0,0,0,0,0,0,0,0,0,0,0,46,42,1,11.5129559703043,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1486,20,8.0,6.0,61,130,0,0,0,0,0,0,0,0,0,0,0,14,35,8,1,53,13,70,149,23,12,0,0,0,0,83,33,500,59,1,4,9,3,0,5,50,15,0,0,0,0,0,0,0,0,0,0,0,45,40,1,17.2730082149965,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1487,24,20.0,5.0,65,130,0,0,0,0,0,1,0,1,1,0,0,12,45,10,1,67,14,76,150,38,17,0,0,0,0,82,38,460,60,0,9,9,0,3,7,63,19,0,0,0,0,0,0,0,0,0,0,0,45,41,1,16.148552226507498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
1488,22,0.0,0.0,59,97,0,0,0,0,0,1,1,0,1,0,1,5,45,5,1,40,12,85,123,24,5,0,0,0,0,79,34,425,60,1,6,9,0,2,2,58,20,0,0,1,0,0,0,0,0,0,0,2,46,40,1,14.6585230786729,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
1489,23,2.0,4.0,64,155,0,0,0,0,0,0,0,0,0,0,0,12,25,17,1,27,13,52,161,27,11,0,0,0,0,77,38,495,73,1,9,9,3,0,7,64,18,0,0,0,0,0,0,0,0,0,0,0,47,40,1,8.258260459165902,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
1490,24,0.0,0.0,61,130,0,0,0,1,0,1,0,0,1,1,1,12,85,10,1,90,11,68,155,24,14,0,0,0,0,79,28,430,56,1,9,9,3,0,3,60,18,0,0,0,0,0,0,0,0,0,0,0,47,39,1,7.771035397233209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1491,21,0.0,0.0,66,110,0,0,0,0,0,0,0,1,0,0,1,12,35,10,1,77,13,68,128,20,13,0,0,0,0,83,40,440,68,1,8,10,0,2,5,70,21,1,0,0,0,0,0,0,0,0,0,0,47,40,1,15.6141046370131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1492,22,0.0,0.0,64,110,0,0,0,0,0,0,0,0,0,0,0,12,45,12,1,73,14,72,126,22,14,0,0,0,0,81,35,440,61,0,9,9,0,2,1,59,22,0,0,0,0,0,0,0,0,0,0,0,45,40,1,15.815941346561802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1493,38,0.0,0.0,61,145,2,0,0,0,0,2,1,1,0,0,0,0,65,12,1,43,13,80,168,41,2,0,3,0,0,80,35,500,64,1,9,9,3,0,8,52,16,0,0,0,0,0,0,0,0,0,0,0,46,41,1,16.246978706422,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
1494,20,15.0,4.0,65,141,0,0,0,0,0,1,0,0,0,1,1,12,85,7,1,80,12,55,147,22,12,0,0,0,0,80,30,365,73,1,8,9,2,0,0,64,20,0,0,0,0,0,0,0,1,0,0,6,47,42,1,17.8793685725803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1495,21,30.0,6.0,66,125,0,0,0,0,0,1,0,0,0,0,0,12,55,8,1,73,12,72,145,23,12,0,0,0,0,77,35,440,55,1,9,9,3,0,1,54,16,0,0,0,0,1,0,0,0,0,0,1,44,40,1,16.567793163541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1496,29,0.0,6.0,63,122,1,0,0,0,0,0,1,0,0,0,0,10,45,17,1,63,14,70,148,29,12,0,1,0,0,84,32,520,77,0,9,9,0,2,7,53,18,0,0,0,0,0,0,0,0,0,0,0,46,39,1,21.9230373561972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1497,19,3.0,3.0,65,145,0,1,0,0,0,0,0,0,0,0,0,11,85,4,1,73,13,70,169,21,12,0,0,0,0,74,29,415,66,1,2,8,2,0,13,38,12,0,0,0,2,0,1,2,0,0,0,0,47,37,1,17.4526891494443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1498,19,3.0,4.0,62,115,1,0,0,0,0,0,0,0,0,0,1,9,45,30,1,77,10,70,135,20,13,0,0,0,0,81,39,330,52,0,6,8,0,3,9,58,16,0,0,0,0,0,0,0,0,0,0,0,46,39,1,14.1419863752177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1499,22,6.0,4.0,67,140,0,0,0,0,0,4,0,0,1,0,0,12,45,14,1,60,12,70,172,23,12,0,0,0,0,86,40,435,50,0,7,8,3,0,7,60,16,0,0,0,0,0,0,0,0,0,0,0,45,41,1,16.6045955769783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
1500,22,25.0,3.0,62,115,1,0,0,0,0,1,0,0,1,0,0,12,45,8,1,50,12,84,141,22,11,0,0,0,0,81,38,405,34,1,8,9,2,0,6,51,15,0,0,0,0,0,0,0,0,0,0,0,46,43,1,13.276374021455801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1501,19,0.0,0.0,62,155,0,0,0,2,0,0,0,0,1,0,1,12,85,8,1,63,13,90,175,23,9,3,0,0,0,80,30,440,33,0,7,9,2,0,6,54,15,0,0,0,0,0,0,0,0,0,0,0,43,36,1,15.7431910783186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1502,21,0.0,0.0,65,130,0,0,0,0,0,1,0,1,0,1,0,16,15,10,1,63,13,60,149,23,16,0,0,0,0,87,35,370,60,1,9,9,0,3,6,61,18,0,0,0,0,0,0,0,0,0,0,0,45,40,1,18.548664923303303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0
1503,18,0.0,0.0,62,115,0,0,0,0,0,1,1,0,0,0,0,10,35,10,1,47,15,60,137,19,10,0,0,0,0,84,40,380,36,0,9,9,0,2,2,64,19,0,0,0,0,0,0,0,0,0,0,0,44,36,1,13.712337760773302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0
1504,22,0.0,0.0,61,124,0,0,0,0,0,0,0,0,1,0,0,12,55,8,1,63,11,60,147,27,12,0,0,0,0,80,35,420,41,0,9,9,2,0,3,61,20,0,0,0,0,0,0,0,0,0,0,0,45,44,1,14.8953994605461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0
1505,19,0.0,0.0,63,132,0,0,1,1,0,1,0,0,0,0,1,8,75,4,0,53,12,78,149,22,8,0,0,0,0,82,34,420,41,1,9,10,1,2,6,67,20,0,0,0,0,0,0,0,0,0,0,0,46,40,1,15.7921874667536,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
1506,35,6.0,12.0,61,135,0,0,0,0,0,0,0,0,0,0,0,14,65,12,1,70,14,80,141,33,12,0,0,0,0,84,37,420,53,0,8,9,0,2,2,52,17,0,0,0,0,0,0,0,0,0,0,0,43,38,1,15.811638428728198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1507,23,10.0,3.0,64,139,0,0,0,0,0,0,0,1,0,0,0,12,95,7,1,70,13,64,140,22,11,0,0,0,0,83,36,375,53,1,7,9,3,0,9,59,18,0,0,0,0,0,0,0,0,0,0,0,46,41,1,16.958293517841497,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1508,32,0.0,0.0,66,144,0,0,0,0,0,1,1,1,0,0,0,16,35,7,1,70,12,80,166,30,12,0,0,0,0,79,27,375,58,1,6,6,2,0,8,53,16,8,1,0,0,0,0,0,0,0,0,0,47,39,1,17.6571666814891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0
1509,17,10.0,6.0,62,124,0,0,0,0,0,0,0,0,0,0,1,11,65,10,1,77,12,70,136,18,12,0,0,0,0,81,38,450,65,0,4,6,3,0,6,51,16,0,0,0,0,0,0,0,0,0,0,0,45,43,1,16.6173507497138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1510,32,10.0,16.0,63,154,0,0,0,0,0,0,1,0,0,0,0,8,45,15,1,60,13,84,166,37,12,1,0,0,1,80,37,490,59,1,9,9,2,0,0,73,23,0,0,0,0,0,0,0,0,0,0,0,46,34,1,17.387324012952,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0
1511,20,0.0,1.0,61,147,0,1,0,0,0,0,0,1,0,1,1,15,75,20,1,93,12,70,173,21,14,0,0,0,0,83,35,375,41,0,9,9,2,0,4,55,16,0,0,0,0,0,0,0,0,0,0,0,44,35,1,3.6082546201875196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1512,19,20.0,7.0,65,135,0,0,0,0,0,1,1,0,0,0,0,9,65,5,1,40,13,78,159,23,9,0,1,0,0,79,34,425,49,1,10,10,2,0,7,59,17,0,0,0,0,0,0,0,0,0,0,0,46,39,1,12.300947979015698,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1513,23,0.0,0.0,67,160,0,0,1,1,0,0,1,0,0,0,1,12,75,7,1,73,13,80,182,24,12,0,0,0,0,78,37,420,62,1,8,9,2,0,6,56,16,0,0,0,0,0,0,0,0,0,0,0,47,40,1,15.1355742628981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1514,24,1.0,1.0,69,205,0,0,0,0,0,0,0,0,0,0,0,12,35,10,1,53,13,102,215,25,12,0,0,0,0,80,38,520,78,0,9,9,2,0,1,59,19,0,0,0,0,0,0,0,0,0,0,0,46,40,1,20.9678773925811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1515,24,20.0,7.0,63,106,0,0,0,0,0,0,0,0,1,0,0,8,45,10,1,40,15,84,120,23,9,0,0,0,0,83,34,540,63,1,8,9,3,0,7,60,20,0,0,0,0,0,0,0,0,0,0,0,47,43,1,15.1474682599963,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
1516,20,3.0,1.0,57,98,0,0,0,0,0,0,0,0,0,0,1,12,65,25,1,70,13,60,121,23,12,0,0,0,0,86,32,405,41,0,9,9,2,0,4,68,20,0,0,0,0,0,0,0,0,0,0,0,43,39,1,13.800491224418302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1517,23,20.0,4.0,59,95,0,0,0,0,0,0,1,0,0,0,0,12,55,15,1,67,12,76,117,25,12,0,1,0,0,78,35,340,38,1,6,9,3,0,5,60,20,0,0,0,0,0,0,0,0,0,0,1,43,40,1,13.179396119304199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1518,19,20.0,6.0,64,98,0,1,0,0,0,0,0,0,1,0,1,10,55,10,1,63,12,70,135,22,11,0,0,0,0,84,38,555,53,0,8,8,0,3,0,60,18,0,0,0,0,0,0,0,0,0,0,0,47,40,1,16.5231780962519,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1519,20,20.0,6.0,64,117,0,0,0,0,0,0,0,0,1,0,1,12,55,10,1,63,10,70,143,22,12,0,0,0,0,87,35,295,50,1,9,9,3,0,3,64,20,0,0,0,0,0,0,0,0,0,0,0,46,40,1,16.0192746424254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1520,19,0.0,0.0,63,110,0,0,0,0,0,1,1,0,1,0,1,12,65,5,1,47,15,60,120,22,9,0,0,0,0,80,30,425,52,1,8,8,3,0,5,43,12,6,0,0,2,0,0,0,1,0,0,4,44,36,1,16.3295452529825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1521,20,0.0,0.0,61,110,0,0,0,0,0,1,0,0,0,0,0,12,65,8,1,37,15,70,130,23,9,0,0,0,0,81,26,415,54,1,9,10,3,0,8,56,18,0,0,0,0,0,0,0,0,0,0,0,46,35,1,12.658691771527801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1522,33,0.125,5.0,67,139,0,0,0,0,0,0,0,0,0,0,1,15,65,10,1,83,14,50,143,33,14,0,0,0,0,77,27,280,51,1,8,9,4,0,6,52,14,0,0,0,0,0,0,0,0,0,0,0,49,36,1,7.90846079945906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
1523,19,20.0,6.0,63,121,0,0,0,0,0,0,0,0,0,0,0,10,65,10,1,63,11,62,142,24,10,0,0,0,0,83,40,330,62,0,9,9,2,0,8,71,22,0,0,0,0,0,0,0,0,0,0,0,45,41,1,18.509832246897602,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1524,27,20.0,5.0,63,91,0,0,0,0,0,0,4,1,1,1,0,13,45,8,1,63,16,70,110,29,12,0,0,0,0,75,32,380,68,1,8,10,3,0,1,52,18,0,0,0,0,0,0,0,0,0,0,0,48,41,1,19.6849064682882,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
1525,21,0.0,3.0,63,128,0,1,0,0,0,0,1,0,0,0,1,12,35,10,1,53,11,74,143,26,12,0,0,0,0,84,37,500,63,0,7,9,2,0,5,54,16,0,0,0,0,0,0,0,0,0,0,0,45,40,1,16.6613068365778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1526,22,5.0,2.0,63,127,0,0,0,0,0,0,0,0,0,0,0,12,45,15,1,60,11,84,145,27,12,0,0,0,0,78,27,430,63,0,8,9,2,0,7,68,19,0,0,0,0,0,0,0,0,0,0,0,44,40,1,18.382884936876604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1527,26,0.0,0.0,64,120,0,0,0,0,0,0,0,0,1,0,0,12,95,12,1,93,11,80,142,26,16,0,0,0,0,78,31,420,63,0,9,9,1,2,6,58,18,0,0,0,0,0,0,0,0,0,0,0,46,40,1,7.77989533846529,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1528,24,0.0,0.0,67,127,0,0,0,0,0,5,0,0,0,1,0,16,55,10,1,87,11,80,145,24,16,0,0,0,0,78,36,520,50,0,9,9,0,3,4,64,21,0,0,0,0,0,0,0,0,0,0,0,46,40,1,7.7355067850140795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
1529,18,10.0,5.0,61,115,0,0,0,0,0,0,0,0,0,1,0,12,75,10,1,60,11,50,118,20,11,0,0,0,0,80,29,320,35,1,9,9,4,0,9,57,16,0,0,0,0,1,0,0,0,0,0,0,46,36,1,13.806409151826802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1530,26,0.0,11.0,62,142,0,0,0,0,0,1,2,0,2,0,0,11,75,14,1,53,11,74,160,27,9,0,0,0,0,46,23,400,49,0,7,8,4,0,10,48,15,6,0,0,3,0,0,0,0,0,0,3,47,30,1,15.743161016609399,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1531,21,20.0,6.0,62,115,0,0,0,0,0,0,1,0,0,0,0,12,55,10,1,57,12,70,134,29,11,0,0,0,1,83,27,395,49,0,9,9,3,0,6,56,18,0,0,0,0,0,0,0,0,0,0,0,46,39,1,17.6282802202443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1532,40,0.0,0.0,66,132,0,0,0,0,0,2,1,0,0,0,0,12,65,8,1,73,15,90,152,42,12,0,0,1,0,75,34,560,68,1,9,9,2,0,4,42,13,0,0,0,0,0,0,0,0,0,0,0,49,39,1,17.1727763017299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
1533,21,20.0,3.0,59,118,0,0,0,4,0,0,0,0,2,0,0,13,45,10,1,77,13,82,136,21,12,0,0,0,0,80,29,465,56,0,7,9,3,0,4,55,16,0,0,0,0,0,0,0,0,0,0,0,45,39,1,16.0688232373061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1534,31,40.0,13.0,65,140,0,0,0,0,0,0,0,0,1,0,1,12,105,7,1,87,13,70,152,35,15,0,0,0,0,75,32,445,65,1,8,9,3,0,3,70,20,0,0,0,0,0,0,0,0,0,0,0,48,39,1,10.6177761012298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1535,21,0.0,0.0,66,150,0,0,0,0,0,0,0,1,1,0,1,12,65,5,1,60,11,76,177,25,10,0,0,0,0,79,33,500,71,1,7,9,2,0,3,66,21,0,0,0,0,0,0,0,0,0,0,0,47,40,1,20.8453453762813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1536,36,20.0,19.0,61,168,0,0,0,0,0,1,0,0,0,0,0,11,55,8,1,47,11,88,164,39,9,0,0,0,0,85,39,420,78,1,9,9,3,0,1,70,22,0,0,0,0,0,0,0,0,0,0,0,44,40,1,16.7057330303211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1537,35,0.0,0.0,65,140,0,0,0,0,0,0,0,0,5,0,0,12,45,8,1,53,11,78,164,37,11,0,0,0,0,85,33,560,73,0,7,9,2,0,5,49,16,0,0,0,0,0,0,0,0,0,0,0,45,41,1,18.982187551524998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1538,34,3.0,18.0,63,136,1,1,0,0,1,0,1,0,1,0,1,12,75,12,1,53,11,68,157,37,8,1,1,0,0,88,38,420,72,1,9,9,2,0,5,46,14,0,0,0,0,0,0,0,0,0,0,0,45,34,1,20.3020213745423,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
1539,18,0.0,2.0,60,105,0,0,0,0,0,1,0,0,0,0,1,8,75,7,1,80,12,65,132,25,12,0,0,0,0,75,32,350,44,1,9,9,3,0,1,49,15,0,0,0,0,0,0,0,0,0,0,0,44,40,1,12.583956447433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1540,20,0.0,0.0,60,115,0,0,1,0,0,0,0,1,1,0,0,14,25,10,1,70,12,90,130,21,16,0,0,0,0,82,42,410,54,0,7,8,0,2,3,58,19,0,0,0,0,0,0,0,0,0,0,0,45,42,1,15.666513693036402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1541,26,0.0,0.0,63,135,0,0,0,0,0,1,0,0,0,0,0,14,35,10,1,63,14,60,149,25,12,0,0,0,0,83,40,390,64,0,9,10,2,0,9,64,20,0,0,0,0,0,0,0,0,0,0,0,46,47,1,17.7006168087213,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
1542,25,0.0,0.0,62,100,0,0,0,0,0,1,0,0,1,0,0,12,95,10,1,93,12,70,130,28,16,0,0,0,0,78,40,540,77,1,9,9,0,2,5,49,15,0,0,0,0,0,0,0,0,0,0,0,48,45,1,11.6567491465131,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
1543,27,13.0,8.0,67,195,0,0,0,0,0,1,0,0,0,0,0,12,55,8,1,70,11,72,207,25,12,0,0,0,0,80,35,400,55,0,9,9,2,0,4,70,24,0,0,0,0,0,0,0,0,0,0,0,47,42,1,15.2136815213254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1544,39,0.0,0.0,63,164,0,0,0,0,0,1,1,0,0,0,0,12,45,12,1,70,11,75,170,40,13,0,0,0,0,83,41,500,92,0,7,9,2,0,7,70,20,0,0,0,0,0,0,0,0,0,0,0,44,38,1,21.291248498265396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1545,17,0.0,1.0,63,95,0,0,0,0,0,0,0,1,0,0,0,8,15,17,1,13,13,65,118,27,9,0,0,0,0,74,22,355,50,0,9,9,3,0,8,62,20,0,0,0,0,1,0,0,0,0,0,0,42,36,1,-5.618809858901731,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1546,21,0.0,0.0,60,104,0,0,0,0,0,1,1,0,1,1,0,12,45,10,1,77,12,70,114,24,13,0,0,0,0,82,32,460,50,1,9,9,2,0,5,62,20,0,0,0,0,0,0,0,0,0,0,0,45,45,1,12.777847265174401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1547,26,20.0,7.0,61,135,0,0,0,0,0,0,3,1,1,1,0,12,75,8,1,70,11,75,148,30,12,0,2,0,0,80,36,325,46,0,9,9,3,0,6,67,18,0,0,0,0,0,0,0,0,0,0,0,45,40,1,10.5933417690528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1548,29,20.0,12.0,63,175,0,0,0,0,0,0,1,0,0,0,0,12,65,5,1,60,11,90,209,32,10,1,2,0,0,82,30,480,66,1,8,9,1,2,3,64,19,6,2,0,0,0,0,0,1,0,0,2,49,42,1,21.5304331023462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1549,24,20.0,3.0,63,117,0,0,2,0,0,0,0,0,1,0,0,11,45,12,1,63,11,76,141,26,12,0,0,0,0,79,35,425,59,0,9,9,2,0,1,42,13,0,0,0,0,0,0,0,0,0,0,0,44,39,1,18.1367258490531,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
