"","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","x_22","x_23","x_24","x_25","x_26","x_27","x_28","x_29","x_30","x_31","x_32","x_33","x_34","x_35","x_36","x_37","x_38","x_39","x_40","x_41","x_42","x_43","x_44","x_45","x_46","x_47","x_48","x_49","x_50","x_51","x_52","x_53","x_54","x_55","x_56","x_57","x_58","T","Y"
"1233",29,"C",20,10,62,132,0,0,0,0,0,1,0,0,0,0,0,12,25,15,"H",1,47,"E",14,70,155,43,12,0,1,0,0,80,39,420,67,0,8,9,2,0,6,66,20,0,0,0,0,0,0,0,0,0,0,0,47,39,1,1.13053735723094
"1234",20,"C",15,7,62,125,0,0,0,0,0,2,0,0,0,0,1,12,35,5,"J",1,33,"E",12,64,145,23,9,0,0,0,0,76,30,550,69,1,6,9,2,0,3,50,15,0,0,0,0,0,0,0,0,0,0,0,49,40,1,-1.07227005364219
"1235",21,"C",15,6,62,122,0,0,0,0,0,1,0,0,0,0,0,12,55,8,"J",1,53,"E",12,50,147,24,10,0,0,0,0,79,35,730,88,0,5,9,2,0,5,54,15,1,0,0,1,0,0,0,0,0,0,0,48,41,0,2.13722900179853
"1236",24,"C",15,10,63,135,1,0,0,0,0,1,0,0,0,0,0,12,95,10,"J",1,60,"E",12,66,153,27,10,0,0,0,0,81,35,580,74,1,5,9,2,0,2,62,20,0,0,0,1,0,0,0,0,0,0,0,48,41,1,0.224485070320181
"1237",23,"C",40,10,67,155,0,0,0,0,0,1,1,0,0,0,0,11,35,8,"J",1,67,"E",9,98,166,30,12,1,0,0,0,82,32,570,50,1,6,9,3,0,5,61,16,0,0,0,0,0,0,0,0,0,0,0,46,50,0,-3.37393266535147
"1238",21,"C",0,0,63,115,0,1,0,0,0,0,0,0,0,0,0,12,55,10,"C",1,87,"E",12,72,143,24,17,0,0,0,0,82,31,420,69,0,2,9,3,0,3,51,15,1,0,0,0,0,0,0,0,0,0,1,44,42,0,1.10598519236643
"1239",17,"C",0,0,64,123,0,0,0,0,0,1,0,0,0,0,0,11,35,6,"H",1,37,"B",13,70,137,18,11,0,0,0,0,78,27,270,43,1,2,9,3,0,4,59,16,0,0,0,1,0,0,0,0,0,0,0,47,34,1,2.05136168806095
"1240",18,"C",0,0,63,118,0,0,0,0,0,1,0,0,0,0,0,12,75,15,"H",1,63,"B",12,70,135,20,12,0,0,0,0,84,34,220,60,0,6,8,5,0,4,50,15,0,0,0,0,0,0,0,0,0,0,0,45,32,0,1.70301510374053
"1241",17,"C",3,1,65,140,0,0,2,0,0,0,0,2,0,0,0,8,35,10,"J",1,37,"E",13,70,182,25,8,0,0,0,0,76,28,550,60,1,9,9,2,0,4,55,15,0,0,0,0,0,0,0,0,0,0,0,44,40,0,-5.29604959182258
"1242",38,"C",0.5,4,67,205,0,2,0,2,0,1,1,0,0,0,0,12,45,25,"J",1,40,"E",13,80,212,50,8,0,0,0,0,83,36,500,85,0,8,9,3,0,3,54,15,0,0,0,0,0,0,0,0,0,0,0,45,40,1,4.37533360567301
"1243",32,"C",2,14,60,120,0,0,0,0,0,1,1,0,1,0,0,5,65,10,"F",1,60,"E",14,68,150,33,5,0,0,0,0,80,28,490,80,0,8,9,0,2,9,71,22,0,0,0,0,0,0,0,0,0,0,0,46,41,1,-1.06046243918119
"1244",31,"C",0,0,63,117,0,0,0,0,0,0,2,0,0,0,1,12,105,10,"J",1,90,"E",13,70,134,37,16,0,0,0,0,87,40,420,48,0,8,9,0,2,9,66,22,0,0,0,0,0,0,0,0,0,0,0,44,39,1,4.23746523352685
"1245",33,"C",0,0,63,116,0,0,0,0,0,0,2,0,2,1,0,12,75,15,"J",1,93,"E",14,60,130,38,18,0,1,0,0,82,39,500,55,0,1,9,0,2,4,56,18,0,0,0,2,0,0,0,0,0,0,0,47,42,0,3.67178435883874
"1246",19,"C",30,5,62,118,0,0,0,0,0,0,0,0,0,0,0,9,55,10,"J",1,73,"E",12,70,141,21,12,0,0,0,0,81,32,430,49,0,5,9,2,0,1,56,17,0,0,0,0,0,0,0,0,0,0,0,45,41,0,3.04687316403689
"1247",20,"C",20,6,62,113,0,0,0,0,0,0,0,0,0,0,0,10,45,10,"J",1,60,"E",12,80,138,22,12,0,0,0,0,85,41,395,47,0,8,10,2,0,6,72,21,0,0,0,0,0,0,0,0,0,0,0,45,41,1,2.72493422768057
"1248",24,"C",10,6,67,157,0,0,0,0,0,0,2,0,1,0,0,12,75,7,"I",1,60,"B",11,88,177,26,10,0,1,0,0,80,37,360,96,1,3,6,3,0,3,58,18,5,0,0,0,1,0,0,0,0,0,0,46,38,1,-0.842098790797903
"1249",23,"C",10,8,61,115,0,0,0,0,0,0,0,0,0,0,0,12,45,13,"J",1,63,"E",15,70,139,24,12,0,0,0,0,80,39,580,80,1,5,7,4,0,3,58,18,0,0,0,0,0,0,0,0,0,0,0,47,41,0,-0.042362347264481
"1250",26,"C",20,11,61,115,0,0,0,0,0,0,0,1,0,0,0,12,45,17,"J",1,63,"E",14,70,130,27,12,0,0,0,0,78,37,560,84,1,9,9,2,0,0,65,18,0,0,0,0,0,0,0,0,0,0,0,46,41,1,5.85881039574159
"1251",39,"C",0,18,59,115,0,0,0,0,0,2,0,0,1,0,1,14,85,8,"J",1,80,"B",10,84,142,41,12,0,1,0,0,76,29,385,78,1,8,9,0,3,3,51,16,0,0,0,0,0,0,0,0,0,0,0,46,39,0,0.328782365625714
"1252",22,"C",15,5,67,125,0,2,0,0,0,0,0,0,0,0,0,11,35,13,"J",1,43,"B",14,84,150,24,10,0,1,0,0,82,37,600,82,0,9,9,0,2,9,67,18,0,0,0,0,0,0,0,0,0,0,0,46,40,0,-0.172399466973556
"1253",21,"C",0,3,64,125,0,0,0,0,0,1,0,0,1,0,0,13,25,10,"P",1,43,"E",12,84,127,21,14,0,0,0,0,81,29,350,66,1,9,9,2,0,10,49,14,0,0,0,0,0,0,0,0,0,0,0,45,39,0,2.07846044333347
"1254",27,"C",20,10,66,153,0,0,0,1,0,0,0,0,0,0,0,10,55,4,"J",1,47,"E",13,80,175,37,10,0,0,0,0,77,29,520,54,1,9,9,3,0,5,56,17,0,0,0,0,0,0,0,0,0,0,0,47,38,0,-4.32236248307652
"1255",31,"C",20,13,65,142,0,0,0,3,0,0,0,0,0,0,0,10,65,13,"J",1,50,"E",13,72,160,41,10,0,0,0,0,79,31,390,60,0,9,9,3,0,9,62,19,0,0,0,0,0,0,0,0,0,0,0,45,38,0,1.08502829863102
"1256",22,"C",0,0,61,165,0,0,0,0,0,1,0,0,0,0,0,3,65,10,"F",1,33,"E",12,72,188,30,4,0,0,0,0,87,37,320,98,1,9,9,3,0,5,70,20,0,0,0,0,0,0,0,0,0,0,0,45,42,1,1.18976514165389
"1257",31,"C",20,10,63,150,0,0,0,0,0,1,0,0,0,0,0,14,75,12,"J",1,73,"E",11,50,169,32,12,1,0,0,0,77,27,390,77,0,8,9,0,2,11,60,18,0,0,0,0,0,0,0,0,0,0,0,46,39,1,2.83526922714929
"1258",32,"C",20,18,66,149,0,0,0,0,0,1,1,0,0,0,0,12,45,12,"J",1,67,"E",11,50,173,32,12,0,0,0,0,81,28,540,73,0,9,9,2,0,2,46,14,0,0,0,0,0,0,0,0,0,0,0,45,39,1,0.40237107627398
"1259",30,"C",0,0,61,138,0,0,0,1,0,0,2,0,0,0,0,9,45,14,"J",1,60,"E",12,80,155,36,12,1,4,0,0,77,28,550,65,0,9,9,3,0,6,50,15,0,0,0,0,0,0,2,0,0,0,1,44,40,0,-3.99021479296135
"1260",20,"C",0,0,62,107,0,0,0,0,0,0,0,0,0,0,1,14,65,7,"J",1,87,"E",13,80,125,23,16,0,0,0,0,79,31,410,48,1,8,9,0,3,8,60,18,0,0,0,0,0,0,0,0,0,0,0,47,40,0,3.28981503701281
"1261",31,"C",0,0,60,144,0,0,0,0,0,0,0,0,0,0,0,7,35,6,"F",1,33,"E",15,70,164,29,9,0,1,0,0,86,32,500,55,1,9,9,0,2,10,54,16,0,0,0,0,0,0,0,0,0,0,0,46,40,0,-7.9175767728849
"1262",35,"C",0,0,62,142,0,0,0,0,0,0,2,1,0,0,0,10,25,8,"F",1,47,"E",15,78,169,34,12,0,1,0,0,91,37,645,52,0,3,7,2,0,8,49,15,0,0,0,1,0,0,0,0,0,0,0,46,42,1,0.626843917676469
"1263",17,"C",2,3,64,128,0,0,0,0,0,0,1,0,1,0,0,10,25,7,"J",1,30,"E",13,70,152,18,9,0,0,0,0,75,22,400,38,1,9,9,2,0,16,44,13,0,0,0,3,0,0,2,0,0,0,3,46,35,1,-3.79053693982243
"1264",18,"C",6,4,65,130,0,1,2,0,0,0,1,0,1,0,0,10,35,10,"J",1,43,"E",11,50,157,19,10,0,0,0,0,75,25,390,44,1,9,9,3,0,8,61,19,0,0,0,0,0,0,0,0,0,0,0,46,39,0,-4.19547250644858
"1265",35,"C",20,12,63,115,0,0,0,0,0,0,1,0,0,0,1,12,75,10,"J",1,73,"E",13,80,126,39,10,0,0,0,0,75,33,420,40,0,9,9,2,0,5,48,14,0,0,0,0,0,0,0,0,0,0,0,45,38,1,5.3459819729323
"1266",33,"C",0,10,63,122,0,0,0,0,0,0,0,0,0,0,0,12,0,15,"J",1,17,"E",15,66,147,37,11,0,0,0,0,81,30,350,63,1,8,10,3,0,7,64,19,0,0,0,0,0,0,0,0,0,0,0,47,42,0,-3.62444248193485
"1267",24,"C",10,4,64,128,0,2,0,0,0,0,0,0,0,0,1,12,95,17,"I",1,80,"B",13,84,158,32,12,0,0,0,0,91,39,420,64,1,5,9,2,0,9,66,14,0,0,0,0,0,0,0,0,0,0,0,47,41,0,-1.86380159693217
"1268",28,"C",10,8,64,145,0,1,0,0,0,1,0,0,0,0,0,13,95,10,"I",1,63,"B",13,80,159,37,12,0,0,0,0,81,36,465,58,0,5,6,3,0,10,69,23,0,0,0,0,0,0,0,0,0,0,0,45,39,0,-0.160119097915953
"1269",23,"C",10,7,62,110,0,0,1,1,0,1,0,0,0,0,0,12,35,15,"J",1,73,"E",14,74,126,25,16,0,0,0,0,79,27,330,50,1,8,9,2,0,5,54,15,0,0,0,0,0,0,0,0,0,0,0,48,39,0,4.63765386383461
"1270",24,"C",20,8,62,113,0,0,0,0,0,1,0,0,0,0,0,12,45,10,"J",1,77,"E",13,70,125,26,12,0,0,0,0,79,27,350,53,1,9,9,2,0,7,55,16,0,0,0,0,0,0,0,0,0,0,0,47,39,1,6.58077083552017
"1271",25,"C",10,7,62,115,0,0,0,0,0,0,0,0,0,0,0,12,55,13,"J",1,87,"E",13,70,138,27,16,0,0,0,0,77,23,330,47,0,9,9,5,0,5,40,14,0,0,0,0,0,0,0,1,0,0,2,45,35,1,2.42496223660276
"1272",25,"C",10,7,62,115,0,0,0,0,0,0,0,0,0,0,0,12,55,13,"J",1,87,"E",13,70,138,27,16,0,0,0,0,75,27,375,58,1,3,9,4,0,4,50,15,0,0,0,2,0,0,0,0,0,0,2,45,35,1,1.06638253705207
"1273",34,"C",20,13,64,150,0,1,0,0,0,0,3,2,1,0,1,12,85,6,"J",1,83,"E",13,76,150,34,12,1,0,0,1,84,36,370,52,0,9,9,2,0,1,61,20,0,0,0,0,0,0,0,0,0,0,0,45,42,0,3.43676887161045
"1274",26,"C",20,5,62,125,0,0,0,0,0,0,1,0,0,0,1,12,35,5,"J",1,57,"E",18,74,147,24,12,0,0,0,0,81,26,360,55,0,4,9,2,0,8,50,14,0,0,0,0,0,0,0,0,0,0,0,43,39,1,1.68155783558398
"1275",26,"C",20,5,62,125,0,0,0,0,0,0,1,0,0,0,1,12,35,5,"J",1,57,"E",18,74,147,24,12,0,0,0,0,77,26,225,48,0,1,7,3,0,8,55,16,0,0,0,2,0,0,0,0,0,0,1,43,39,1,1.62985063377271
"1276",19,"C",15,5,68,125,0,0,0,0,0,0,0,0,0,0,0,10,35,10,"J",1,63,"E",14,60,147,34,12,0,0,0,0,85,41,380,61,0,3,9,0,3,3,65,18,0,0,0,0,0,0,0,0,0,0,0,44,41,0,0.396646409548745
"1277",21,"C",30,5,65,155,0,0,0,0,0,0,0,0,0,0,0,9,35,10,"J",1,70,"E",12,90,166,21,12,0,0,0,0,78,29,590,64,0,9,8,2,0,3,70,20,0,0,0,0,0,0,0,0,0,0,0,44,41,0,0.675015067775248
"1278",24,"C",30,8,64,149,0,0,0,0,0,0,0,0,0,0,0,11,95,13,"J",1,93,"E",12,76,165,24,15,0,0,0,0,84,37,550,65,1,8,9,3,0,6,65,18,0,0,0,0,0,0,0,0,0,0,0,46,45,0,-3.36201302505076
"1279",23,"C",8,6,65,135,0,0,0,0,0,0,1,0,0,0,0,15,65,20,"J",1,83,"E",11,60,176,35,12,0,0,0,0,78,33,490,27,1,9,9,1,2,6,45,13,0,0,0,0,0,0,0,0,0,0,0,47,42,0,-4.3133415218895
"1280",23,"C",8,6,65,135,0,0,0,0,0,0,1,0,0,0,0,15,65,20,"J",1,83,"E",11,60,176,35,12,0,0,0,0,85,33,530,57,0,8,9,1,3,6,56,15,0,0,0,0,0,0,0,0,0,0,0,45,42,1,2.52774279950798
"1281",24,"C",3,8,66,139,0,0,0,0,0,0,0,0,0,1,1,15,85,15,"J",1,87,"E",12,70,172,36,12,0,0,1,0,61,24,480,47,0,8,9,0,2,3,50,15,0,0,0,0,0,0,0,0,0,0,0,46,45,1,0.514575477096332
"1282",18,"C",10,6,66,125,0,0,0,0,0,0,1,0,0,0,0,10,55,10,"J",1,60,"E",12,62,164,19,11,0,1,0,0,84,39,420,60,1,5,9,3,0,3,57,14,0,0,0,0,0,0,0,0,0,0,0,46,41,1,-0.938890136442945
"1283",32,"C",0,0,62,150,0,0,0,0,0,1,3,0,0,0,0,5,75,12,"F",0,73,"E",11,78,180,37,12,0,2,0,0,78,38,580,75,0,7,8,0,2,6,46,13,4,0,0,0,0,0,0,0,0,0,2,46,40,0,-2.54831771090366
"1284",19,"C",20,3,65,145,0,0,0,0,0,0,0,0,1,0,1,12,75,10,"J",1,87,"E",13,80,159,20,12,0,0,0,0,82,36,400,61,1,2,9,3,0,4,60,19,0,0,0,0,0,0,0,0,0,0,0,46,41,1,0.583344825738126
"1285",22,"C",0,0,64,125,0,0,0,0,0,2,0,0,0,0,1,14,75,10,"J",1,80,"E",11,60,147,22,14,0,0,0,0,80,31,400,55,1,9,10,0,2,3,58,16,0,0,0,0,0,0,0,0,0,0,0,45,44,1,-0.0412877947363977
"1286",28,"C",0,8,63,125,0,0,0,0,0,1,0,0,0,0,0,17,55,13,"L",1,87,"E",12,74,145,36,17,0,0,0,0,79,39,360,68,1,9,9,2,0,8,64,15,0,0,0,0,0,0,0,0,0,0,0,47,41,1,0.996896920907139
"1287",33,"C",10,15,62,150,0,0,1,0,0,0,2,0,0,0,0,16,75,7,"J",1,73,"E",13,95,174,54,12,0,0,0,0,77,31,410,52,0,9,9,2,0,8,62,16,0,0,0,0,0,0,0,0,0,0,0,43,37,1,0.266922431421114
"1288",20,"C",10,2,59,92,0,0,0,0,0,0,1,0,0,0,1,12,85,7,"J",1,60,"E",13,62,118,26,8,0,0,0,0,77,35,460,59,1,5,8,3,0,5,58,16,0,0,0,0,0,0,0,0,0,0,0,47,39,1,9.92774962076917
"1289",17,"C",10,4,63,102,0,0,0,0,0,0,0,0,0,0,0,10,15,7,"J",1,25,"E",11,70,120,23,11,0,0,0,0,82,35,470,61,0,8,9,3,0,10,61,16,0,0,0,0,0,0,0,0,0,0,0,46,40,1,10.1383275424725
"1290",28,"C",0,0,63,160,0,0,0,0,0,0,0,0,0,0,0,12,55,15,"J",1,67,"E",12,80,163,35,12,1,0,0,0,83,39,460,56,1,9,9,2,0,6,65,18,0,0,0,0,0,0,0,0,0,0,0,46,39,1,0.22840884341249
"1291",20,"C",8,4,66,115,0,0,0,0,0,1,1,0,0,0,0,14,75,10,"J",1,73,"E",13,70,142,25,12,0,0,0,0,81,36,500,66,0,8,9,0,3,3,75,22,0,0,0,0,0,0,0,0,0,0,0,45,40,0,0.703442512820494
"1292",26,"C",40,1,69,173,0,0,0,0,0,0,1,0,1,0,0,8,45,10,"J",1,60,"E",14,70,201,32,11,0,0,0,0,80,31,460,85,1,8,9,2,0,8,63,18,0,0,0,0,0,0,0,0,0,0,0,47,44,0,-1.03378258317132
"1293",22,"C",0,0,66,105,0,0,0,0,0,1,1,0,1,0,0,12,35,10,"H",1,53,"E",18,78,144,25,12,0,1,0,0,84,36,330,64,1,5,9,0,3,6,62,16,0,0,0,0,0,0,0,0,0,0,0,46,45,0,-4.70899180134462
"1294",19,"C",2,3,63,122,0,0,1,1,0,0,0,0,0,0,0,12,55,7,"J",1,43,"E",12,68,148,20,9,0,0,0,0,81,32,275,57,1,8,8,2,0,6,66,18,0,0,0,0,0,0,0,0,0,0,0,46,43,1,-1.16390585300685
"1295",28,"C",0,0,61,120,0,0,1,1,0,0,0,0,0,0,1,12,85,7,"J",1,83,"E",11,78,136,28,12,0,0,0,0,90,33,460,74,0,7,8,3,0,3,46,13,0,0,0,0,0,0,0,0,0,0,0,45,39,1,0.156016467352692
"1296",26,"C",0,0,64,174,0,0,0,0,0,1,2,0,0,0,0,12,45,12,"J",1,70,"E",11,78,175,35,12,0,0,0,0,82,32,670,56,0,9,9,2,0,3,42,12,0,0,0,0,0,0,0,0,0,0,0,46,41,0,0.610965218773954
"1297",29,"C",0,0,65,144,0,0,0,0,0,1,0,0,1,1,0,12,45,15,"J",1,70,"E",12,80,167,38,12,0,0,0,0,77,33,545,66,0,9,9,2,0,2,55,21,0,0,0,0,0,0,0,0,0,0,0,47,41,0,-1.28997616461115
"1298",20,"C",20,10,61,120,0,0,0,0,0,0,2,0,0,0,0,8,35,15,"J",1,57,"E",11,60,139,21,12,0,0,0,0,81,37,270,75,1,9,9,2,0,3,61,18,0,0,0,0,0,0,0,0,0,0,0,46,41,1,-0.021345278742682
"1299",21,"C",0,3,60,113,0,0,0,0,0,0,0,0,0,1,0,13,45,10,"D",1,83,"E",12,84,131,23,17,0,0,0,0,77,28,290,42,0,9,9,4,0,11,44,12,0,0,0,0,0,0,0,0,0,0,0,45,34,1,4.53018205748988
"1300",24,"C",0,1,61,122,0,0,0,0,0,0,2,0,0,0,0,13,75,12,"D",1,93,"E",12,80,138,25,18,2,0,0,0,80,29,400,59,1,8,9,2,0,9,60,20,1,0,0,0,0,0,0,0,0,0,0,46,38,0,1.30103207041528
"1301",18,"C",20,4,64,112,0,0,0,0,0,0,0,0,0,0,0,11,45,10,"J",1,40,"E",12,78,132,21,9,0,0,0,0,78,39,510,62,1,9,9,2,0,3,55,16,0,0,0,0,0,0,0,0,0,0,0,46,40,1,1.73259320813419
"1302",23,"C",20,8,63,110,0,0,0,0,0,0,0,1,0,0,0,12,75,6,"J",1,70,"E",12,80,133,25,12,0,0,0,0,79,37,475,69,1,9,9,3,0,2,61,21,0,0,0,0,0,0,0,0,0,0,0,47,42,1,4.29016270468427
"1303",17,"C",30,6,61,110,0,0,0,0,0,0,0,1,0,0,0,9,25,10,"J",1,37,"E",11,40,145,21,11,0,0,0,0,82,39,550,83,0,8,9,3,0,8,56,16,0,0,0,0,0,0,0,0,0,0,0,45,41,1,-0.922541172183767
"1304",18,"C",0,5,61,130,0,0,2,0,0,0,0,2,1,0,0,9,55,10,"J",1,53,"E",11,76,165,22,11,0,0,0,0,76,31,530,75,1,8,8,2,2,3,56,16,0,0,0,0,1,0,0,0,0,0,1,46,40,1,-0.79430660950274
"1305",18,"C",0,5,61,130,0,0,2,0,0,0,0,2,1,0,0,9,55,10,"J",1,53,"E",11,76,165,22,11,0,0,0,0,81,33,580,61,1,8,9,3,3,6,65,20,0,0,0,0,0,0,0,0,0,0,0,46,40,1,-1.14761448824641
"1306",24,"C",3,5,69,123,0,0,0,0,0,0,0,0,1,0,1,18,45,7,"J",1,83,"E",12,68,140,24,17,0,0,0,0,80,36,230,37,0,9,9,0,2,9,57,19,0,0,0,0,0,0,0,0,0,0,0,44,41,1,0.245027914763727
"1307",25,"C",0,0,67,125,0,0,0,0,1,0,1,0,1,0,1,12,35,8,"J",1,77,"E",14,78,151,27,17,0,0,0,0,82,33,440,51,0,8,9,0,3,4,53,15,0,0,0,0,0,0,0,0,0,0,0,46,41,1,0.443964330999188
"1308",22,"C",8,5,64,120,0,0,0,0,0,1,3,0,2,0,1,15,95,3,"B",1,73,"B",10,80,138,23,12,0,0,0,0,66,29,340,44,0,6,9,3,0,3,64,16,5,0,0,0,0,0,0,0,0,0,2,46,32,0,5.10354301981172
"1309",29,"C",10,2,65,129,0,0,0,0,0,0,0,0,1,0,0,12,35,10,"J",1,70,"E",13,60,150,29,12,0,0,0,0,82,27,500,84,0,9,9,3,0,3,60,19,0,0,0,0,0,0,0,0,0,0,0,43,43,1,0.49591733320915
"1310",17,"C",20,2,63,112,0,0,0,0,0,0,0,0,0,0,0,11,75,20,"J",1,70,"E",13,79,134,18,10,0,0,0,0,77,28,380,57,0,8,9,2,0,3,62,16,0,0,0,0,0,0,0,0,0,0,0,44,42,1,2.7281974915885
"1311",21,"C",3,8,59,84,0,0,0,0,0,5,0,0,0,0,0,12,35,10,"J",1,43,"E",13,80,107,22,12,0,0,0,0,80,39,395,59,1,9,9,2,0,3,48,14,0,0,0,0,0,0,0,0,0,0,0,45,39,1,21.2285604017292
"1312",22,"C",10,11,64,98,0,0,0,0,0,1,1,0,0,0,0,10,55,10,"J",1,63,"E",14,60,112,24,12,1,0,0,1,78,25,290,52,1,8,9,3,0,4,60,19,0,0,0,0,0,0,0,0,0,0,0,45,40,1,16.7522048500876
"1313",23,"C",0,0,64,115,0,0,0,0,0,0,0,0,1,0,1,12,75,10,"G",1,70,"B",14,70,128,21,12,0,0,0,0,84,32,350,56,1,3,8,4,0,7,50,14,0,0,0,1,0,0,0,0,0,0,2,46,35,1,4.79826921904688
"1314",17,"C",10,2,69,101,0,1,0,0,0,0,1,0,0,0,0,9,55,8,"J",1,53,"E",12,58,116,22,10,0,1,0,0,74,25,275,51,1,8,8,3,0,12,61,18,0,0,0,0,0,0,0,0,0,0,0,46,40,0,9.15405393187645
"1315",23,"C",18,5,62,120,0,0,0,0,0,0,0,0,0,0,0,12,75,10,"J",1,73,"E",12,70,138,22,12,0,0,0,0,83,41,450,59,0,9,9,2,0,7,61,18,0,0,0,0,0,0,0,0,0,0,0,44,44,1,-0.156224493772122
"1316",25,"C",20,7,62,120,0,1,0,0,0,0,1,0,1,0,0,12,55,8,"J",1,63,"E",12,86,148,24,12,0,0,0,0,80,38,475,57,0,7,9,3,0,1,71,22,0,0,0,0,0,0,0,0,0,0,0,45,45,1,1.667885946081
"1317",19,"C",0,2,54,105,0,0,0,0,0,3,1,0,0,1,0,9,35,10,"J",1,33,"E",12,60,111,22,8,0,1,0,0,77,35,360,20,0,8,9,3,0,6,56,16,0,0,0,0,0,0,0,0,0,0,0,43,38,1,18.801466933151
"1318",19,"C",40,3,62,144,0,0,0,0,0,1,0,0,1,1,0,12,35,15,"J",1,33,"E",13,88,152,22,9,0,0,0,0,78,31,470,59,1,9,9,0,2,1,54,16,0,0,0,0,0,0,0,0,0,0,0,45,41,1,-2.3182477331195
"1319",25,"C",0,0,64,123,0,0,0,0,0,1,0,0,0,0,0,17,35,7,"L",1,77,"E",10,54,141,26,17,0,0,0,0,79,35,490,49,0,5,8,0,2,7,50,15,0,0,0,0,0,0,0,0,0,0,0,46,38,0,-0.319859597672924
"1320",29,"C",0.5,11,64,120,0,0,1,0,0,2,1,0,0,0,1,17,35,7,"I",1,77,"E",12,64,141,25,17,0,0,0,0,82,39,460,73,1,9,9,2,0,7,62,18,0,0,0,0,0,0,0,0,0,0,0,45,39,0,1.55647980113155
"1321",26,"C",4,7,62,112,0,0,0,0,0,0,0,0,0,0,0,12,55,15,"J",1,67,"B",13,65,135,27,12,0,0,0,0,80,33,450,38,1,7,9,3,0,6,45,13,0,0,0,0,0,0,0,0,0,0,0,44,48,1,1.05324338621563
"1322",24,"C",35,8,63,122,0,0,0,0,0,0,1,0,0,0,0,12,75,6,"J",1,70,"E",13,80,151,29,12,0,0,0,0,78,40,500,61,0,8,9,3,0,2,49,14,0,0,0,0,0,0,0,0,0,0,0,46,44,0,3.00878101887464
"1323",25,"C",25,9,63,127,0,0,0,0,0,1,2,0,0,0,0,12,65,8,"J",1,67,"E",12,70,142,30,12,0,0,0,0,79,35,390,37,0,3,9,2,0,8,65,21,0,0,0,0,0,0,0,0,0,0,0,45,42,1,3.4729016732461
"1324",33,"C",20,18,63,137,4,0,0,0,0,0,0,0,0,0,0,12,45,12,"J",1,50,"E",13,80,165,35,12,0,0,0,0,77,26,450,98,0,9,9,3,0,5,72,22,0,0,0,0,0,0,0,0,0,0,0,45,41,0,-0.543304586116716
"1325",41,"C",0,0,64,150,0,0,0,0,0,0,3,0,1,0,1,12,65,10,"J",1,77,"E",14,72,169,41,12,0,0,0,0,79,30,440,54,0,9,9,2,0,3,56,16,0,0,0,0,0,0,0,0,0,0,0,46,41,1,0.557935821018131
"1326",29,"C",0,2,60,156,0,0,0,1,0,1,1,0,0,0,1,9,35,7,"J",1,33,"E",9,90,164,22,8,0,1,0,0,84,29,390,64,0,7,7,2,0,3,64,20,0,0,0,1,0,0,0,0,0,0,2,46,41,1,0.950322663848845
"1327",31,"C",1,14,60,166,0,0,3,1,0,1,1,1,1,0,1,9,75,10,"J",1,40,"E",9,95,172,24,7,0,1,0,0,78,32,450,46,0,9,9,2,0,1,64,21,0,0,0,0,0,0,0,0,0,0,0,45,43,1,1.58239512362977
"1328",29,"C",0,0,62,121,0,0,0,0,1,0,0,0,0,0,0,5,45,8,"F",1,60,"E",13,70,148,31,12,0,0,0,0,76,35,520,76,1,9,9,0,2,6,54,17,0,0,0,0,0,0,0,0,0,0,0,46,39,1,-2.12827135219793
"1329",21,"C",0,6,63,105,0,0,0,0,0,0,1,0,0,0,0,14,15,13,"G",1,43,"E",13,70,126,23,12,0,0,0,0,81,31,330,48,1,10,9,2,0,7,58,18,0,0,0,0,0,0,0,0,0,0,0,47,41,0,1.41748550331382
"1330",44,"C",0,0,61,157,0,0,0,0,0,4,0,0,0,0,0,12,75,10,"J",1,60,"E",13,60,180,45,8,0,0,0,0,83,38,450,77,1,5,9,3,0,13,53,15,0,0,0,0,0,0,0,0,0,0,0,46,40,0,-5.7971631956997
"1331",22,"C",0,0.5,64,116,0,0,0,0,0,0,0,0,0,0,0,16,55,7,"K",1,87,"E",12,78,132,26,17,0,0,0,0,84,41,330,53,1,10,10,3,0,5,65,16,0,0,0,0,2,0,0,0,0,0,2,45,38,0,3.44359532976315
"1332",23,"C",0,2,62,102,0,0,0,0,0,0,0,0,1,1,0,17,25,7,"N",1,63,"E",12,60,125,23,14,0,0,0,0,82,38,360,72,0,4,9,0,2,4,52,16,3,0,0,1,0,0,0,0,0,0,1,46,40,0,11.2919155497565
"1333",25,"C",0,0,64,144,0,0,0,0,0,0,1,0,0,0,0,12,65,10,"J",1,67,"E",13,70,158,26,12,0,0,0,0,73,28,440,49,0,7,9,0,2,3,48,15,0,0,0,0,0,0,0,0,0,0,0,44,40,1,-0.272917381324657
"1334",23,"C",5,4,63,128,1,1,0,1,0,0,1,0,1,0,1,11,65,5,"J",1,67,"B",12,78,146,28,12,0,1,0,0,83,31,325,68,0,9,9,2,0,6,58,16,5,0,0,0,0,0,0,0,0,0,1,44,40,1,2.35435651514228
"1335",25,"C",7,9,63,127,1,1,0,0,0,0,1,0,0,0,1,11,65,8,"J",1,67,"B",13,80,138,30,12,0,0,0,0,82,28,340,27,1,8,9,3,0,7,58,18,0,0,0,0,0,0,0,0,0,0,0,45,40,1,1.78040428141882
